,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
6812,meghan trainor,no excuses,0,7fCNUWi6uflDTQ08srxMZk,0.827,0.658,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4
6813,janieck,does it matter,0,7FxidSR6IoL3qMRXxFJ8pd,0.728,0.756,10,-6.167,0,0.0581,0.0158,0.0,0.11,0.292,126.02,208016,4
6814,rachel platten,shivers,0,5yjOhc3JKrznGouRHMagoJ,0.838,0.724,0,-3.025,1,0.0754,0.0934,1.73e-06,0.0522,0.385,112.992,175333,4
6815,lvndscape,dive with me,0,2DLqygtisuvhIUeV3aKJSe,0.68,0.541,2,-5.909,1,0.032,0.341,1.02e-06,0.23,0.447,97.005,220433,4
6816,hedegaard,ready to love you,0,1diiWuOnMhn5BLJhtJLelX,0.661,0.769,0,-5.09,1,0.0791,0.0399,0.0,0.338,0.428,103.188,209047,4
6818,bebe rexha,meant to be (feat. florida georgia line),0,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
6819,rhys,too good to be true,0,3WKBNbYx32xlJQ0puFCnAJ,0.669,0.656,0,-7.1,1,0.112,0.0991,0.0,0.268,0.592,102.062,201173,4
6820,hailee steinfeld,capital letters,0,6l0Ky2PycJV1Bz88kFeVGL,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,219373,4
6821,kygo,stargazing,0,5trlgFIh71c6O1aN7aexGX,0.566,0.309,5,-12.467,1,0.0258,0.418,0.0,0.221,0.174,99.009,207928,4
6822,disturbed,down with the sickness,0,40rvBMQizxkIqnjPdEWY1v,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,4
6823,chevelle,send the pain below,0,6dRAAG4sB71NAtVCHJep7s,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,4
6824,saliva,click click boom,0,2CGDxXXYbkPOyRXHzQbqkT,0.609,0.935,6,-2.941,1,0.0479,0.0029,0.000359,0.188,0.498,95.957,252400,4
6826,diamante,had enough,0,7B43bt8sp32wkTmMHb177g,0.546,0.815,9,-6.621,1,0.0513,0.000193,1.65e-05,0.0461,0.728,93.512,178693,4
6827,korn,got the life,0,6nJPHXRpKYv2yqtalEjKy5,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,4
6828,bad wolves,no masters,0,2MhppPQbaj2EqJUjIWZurg,0.495,0.949,5,-4.797,0,0.054,4.05e-05,0.00167,0.328,0.501,95.959,233095,4
6829,five finger death punch,top of the world,0,4OByevsPyv1LWlWcULLMLB,0.484,0.983,6,-3.904,1,0.0779,0.00105,0.0,0.208,0.723,74.015,162052,4
6830,foo fighters,the line,0,7hlLPJo0pxh1jQUERqf5O2,0.42,0.9,11,-7.268,1,0.05,7.95e-05,0.000254,0.106,0.459,135.918,218240,4
6831,pop evil,a crime to remember,0,4YsnD5GTI8nVBUXkmlqur4,0.551,0.914,7,-4.147,0,0.0934,0.011,6.09e-05,0.321,0.419,129.803,202762,4
6833,hollywood undead,undead,0,5wBLDkxVvclanSitx5jq8e,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,265053,4
6834,disturbed,stupify,0,54cWVWqgyFukgDKQYmaKM3,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,274000,4
6836,breaking benjamin,red cold river,0,6ZfPmIbwzz6fopTNwAJTPs,0.376,0.967,3,-3.277,0,0.166,0.000248,2.64e-06,0.0575,0.226,91.582,200907,4
6837,pearl jam,go (remastered),0,7M1L2Cv5025QeywNsdfPDK,0.468,0.863,5,-7.037,0,0.0493,4.34e-06,0.334,0.33,0.377,140.267,193427,4
6838,rise against,house on fire,0,4c75xeSteTcgSSxRtsKqOJ,0.427,0.95,11,-2.187,1,0.0886,0.00155,0.0,0.459,0.592,169.006,194507,4
6839,sevendust,dirty,0,1DNRyoXyqj4b3sbtPjfGx3,0.234,0.927,5,-5.869,0,0.433,1.2e-05,3.86e-05,0.114,0.278,131.003,197679,3
6840,fozzy,painless,0,4IkCvLPQfBEclen1NuIDIL,0.391,0.93,2,-4.16,0,0.0509,4.9e-05,0.000569,0.674,0.502,179.99,239780,4
6841,volbeat,a warrior's call,0,0hTiTU0yqthnByyZDD3bcc,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,263080,3
6842,a perfect circle,talktalk,0,3sPpTsMNzlyJJx9LLJFT0e,0.406,0.738,9,-4.64,1,0.0439,0.00138,0.0117,0.154,0.31,150.886,255806,3
6843,mastodon,show yourself,0,1dfHpGeaXunLRNvzSZOZtc,0.468,0.977,8,-4.198,1,0.0645,4.99e-06,0.0213,0.0543,0.493,134.996,182893,4
6844,marilyn manson,kill4me,0,6UIo6YbaXihIZ72MWUpcGb,0.635,0.688,11,-6.136,0,0.0346,0.0023,1.07e-05,0.507,0.389,107.989,239240,4
6845,rage against the machine,bulls on parade,0,0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4
6846,nothing more,go to war,0,4A0LV6W7IUKPP2pyAZ356E,0.461,0.892,6,-4.807,0,0.0901,0.00187,1.34e-06,0.0942,0.35,137.35,245196,4
6847,theory of a deadman,straight jacket,0,7E9URUZz4m38M4t7yME5oU,0.577,0.719,11,-5.575,0,0.0564,0.0352,0.0,0.079,0.615,175.979,240973,4
6848,korn,freak on a leash,0,6W21LNLz9Sw7sUSNWMSHRu,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,4
6849,cypress hill,band of gypsies - edit,0,7lsZqSuP3xlfPhyZ8VvlW5,0.285,0.914,11,-2.977,0,0.0695,0.00188,0.00305,0.466,0.354,84.682,193062,4
6850,nothing more,who we are,0,3MELdmLOjkgqvNdselIUEE,0.342,0.87,7,-6.304,0,0.0764,0.000134,0.000419,0.0703,0.304,163.116,205757,4
6851,seether,betray and degrade,0,3XHnaUAFX8PfNMW1hHC75N,0.58,0.737,10,-4.795,1,0.0335,9.85e-05,0.0367,0.0823,0.506,92.0,244347,4
6852,red sun rising,deathwish,0,2ERHBp97IceXjkAJSkdDfk,0.498,0.871,8,-5.517,0,0.0499,0.00614,2.74e-06,0.342,0.663,135.01,287947,4
6853,royal blood,i only lie when i love you,0,1LbwMX3159t6QxG3u7DRWe,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,169720,4
6854,stone sour,rose red violent blue (this song is dumb & so am i),0,6SXa1S8p30ZneTKS8W9BSG,0.458,0.988,1,-4.687,0,0.123,0.00413,0.0,0.295,0.296,161.952,296400,4
6855,breaking benjamin,feed the wolf,0,7rOv6HovIJvYHXCg0cVfTk,0.4,0.982,8,-2.147,1,0.123,3.15e-05,8.2e-05,0.133,0.384,155.046,198040,3
6856,metallica,spit out the bone,0,7MHkweinOceprzkRWIYTTc,0.157,0.987,9,-3.739,1,0.091,9.25e-06,0.0628,0.151,0.462,167.949,429199,4
6858,escape the fate,digging my own grave,0,3yBAUPUH342MTZqVmqgv7E,0.511,0.917,5,-4.654,1,0.0826,0.000136,0.0,0.27,0.177,125.001,197390,4
6859,in flames,it's no good (cover),0,2o7AfRgHCcx1wutZR6WwQf,0.466,0.963,10,-2.966,0,0.0708,0.000132,0.00175,0.183,0.32,99.989,295367,4
6860,rage against the machine,guerrilla radio,0,1wsRitfRRtWyEapl0q22o8,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200,4
6861,korn,black is the soul,0,1wYXIhJXqlIAGS6sbzpTL6,0.465,0.946,9,-4.205,1,0.068,1.77e-05,0.0844,0.134,0.338,133.802,241147,4
6862,stone sour,song #3,0,5jsDxDkJ1PqyYUWhDMr86B,0.481,0.945,1,-5.468,1,0.0813,0.00264,0.0,0.135,0.427,157.059,256533,4
6863,rise against,the violence,0,12C6ufD5zOWsQGHQY7aXRM,0.294,0.92,10,-2.471,0,0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,228720,4
6864,metallica,now that we're dead,0,01LODLnhlfNphZ366BqKc0,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,419075,4
6865,mastodon,steambreather,0,4Ut80ggQbyiJN2pGCs7VfB,0.358,0.981,2,-4.572,1,0.116,4.1e-05,0.000674,0.184,0.262,165.027,303107,4
6866,starset,satellite,0,5kXsUxYZbRJ58plUgjQp3r,0.385,0.925,2,-5.888,0,0.132,7.73e-05,0.0,0.153,0.323,76.957,239253,4
6867,soundgarden,rusty cage,0,6hqIXyo6GxydAnoI8XeIrV,0.307,0.917,9,-7.599,1,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,266200,4
6868,five finger death punch,jekyll and hyde,0,7qjbpdk0IYijcSuSYWlXO6,0.543,0.965,6,-4.038,1,0.0963,0.000613,9.97e-06,0.0883,0.715,155.019,206895,4
6869,as lions,pieces,0,7cAGKYI2tUl4fXCJRFTgug,0.529,0.848,4,-5.187,1,0.0345,7.04e-05,1.13e-06,0.21,0.694,134.98,230500,4
6870,chevelle,face to the floor,0,6sREV6MpLHTqcOmBK5mvYF,0.515,0.857,5,-4.582,1,0.0511,1.25e-05,0.0954,0.486,0.669,92.028,218560,4
6873,frankie valli & the four seasons,"december, 1963 (oh what a night!)",0,1hQFF33xi8ruavZNyovtUN,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
6874,corinne bailey rae,put your records on,0,2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,4
6876,natalie cole,this will be (an everlasting love),0,0PDCewmZCp0P5s00bptcdd,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4
6877,queen,under pressure - remastered,0,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,4
6879,bobby mcferrin,don't worry be happy,0,4hObp5bmIJ3PP3cKA9K9GY,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,294400,4
6882,bob seger,night moves,0,6UBjSnyP1O5W5ndJoO9vUk,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,324423,4
6883,stealers wheel,stuck in the middle with you,0,1b7LMtXCXGc2EwOIplI35z,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4
6884,harry belafonte,jump in the line,0,1zW2csx1vVJrKfvDrFQNVt,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,221704,4
6885,the beatles,twist and shout - remastered 2009,0,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4
6886,grits,ooh ahh (my life be like) (feat. toby mac),0,2cGJxXXIBrxMhk2fWUJTLs,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,4
6887,the rolling stones,start me up - remastered,0,7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
6888,macklemore & ryan lewis,can't hold us - feat. ray dalton,0,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
6890,the beach boys,wouldn't it be nice - remastered,0,0cx32rX0uZvcJUP92Wkj2y,0.429,0.543,5,-9.139,1,0.0347,0.536,2.54e-05,0.125,0.693,122.619,145107,4
6891,junior senior,move your feet,0,4jacsL77ZYnpInmTtUBaJW,0.755,0.895,9,-2.619,1,0.0883,0.0507,0.0737,0.222,0.844,118.871,181907,4
6892,stevie nicks,edge of seventeen,0,2id8E4WvczfKHB4LHI7Np3,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353,329680,4
6893,queen,you're my best friend - remastered 2011,0,4OKf7CcYuw5H2HptkcKxcP,0.518,0.761,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800,4
6895,john travolta,you're the one that i want - from “grease”,0,0B9x2BRHqj3Qer7biM3pU3,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,4
6896,war,why can't we be friends?,0,2fmMPJb5EzZCx8BcNJvVk4,0.811,0.647,0,-10.989,1,0.0498,0.0823,0.681,0.0572,0.99,139.787,191560,4
6897,jack johnson,upside down,0,6shRGWCtBUOPFLFTTqXZIC,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,4
6898,chaka khan,ain't nobody,0,2NVpYQqdraEcQwqT7GhUkh,0.799,0.878,1,-7.109,1,0.0434,0.189,0.000105,0.14,0.816,104.284,280853,4
6901,smash mouth,i'm a believer - radio edit,0,1RC5Mb0VhnlhnMlFDnrvE0,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,183400,4
6902,maroon 5,harder to breathe,0,51zBsVdhbFQJrQcAltTTtu,0.693,0.798,8,-7.809,0,0.195,0.482,0.0,0.735,0.955,146.468,189880,4
6909,future,draco,0,4GkkxswcdEt1tkSyiRzgnC,0.804,0.456,8,-7.44,1,0.0468,0.000668,0.0,0.31,0.165,130.014,225135,4
6910,dj khaled,shining,0,7Fa5UNizycSms5jP3SQD3F,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001,284000,4
6911,migos,bad and boujee (feat. lil uzi vert),0,4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4
6912,j. cole,deja vu,0,6I6NX6tjGsxFAsIfGzY9lJ,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4
6913,the weeknd,six feet under,0,4mU5iXHeLgbR94siF7p1sY,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035,237573,4
6914,nicki minaj,no frauds,0,7KcGEssn7BnJdTgildK5y0,0.867,0.558,1,-6.975,1,0.258,0.0884,4.05e-06,0.541,0.432,139.061,272453,4
6918,the weeknd,rockin’,0,36YCdzT57us0LhDmCYtrNE,0.737,0.885,9,-5.547,0,0.206,0.0132,0.0,0.0821,0.752,112.877,232880,4
6921,nevada,the mack,0,2fUZ3aMp8amSaV0mp8s6rQ,0.711,0.882,0,-4.276,1,0.0576,0.0626,0.0,0.226,0.56,106.017,167038,4
6922,dj snake,the half,0,69bDRy5MeWQl1lNeEJQIBE,0.705,0.695,11,-3.359,1,0.113,0.0112,0.0,0.691,0.44,169.987,217373,4
6923,sage the gemini,now and later,0,08WPvDEsHvTFuB9w8tC2OS,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,193181,4
6924,mustard,don't hurt me,0,5Eg6N02CTSSbdthjVc7wLA,0.705,0.461,8,-10.562,1,0.419,0.0898,0.0,0.0833,0.497,126.39,192995,5
6925,adam vida,i'm juiced,0,2WNIMDdZycVpEUckIJ9IIs,0.774,0.851,3,-3.634,0,0.228,0.35,0.0,0.0957,0.694,90.119,216294,4
6926,drake,sneakin’,0,4ckuS4Nj4FZ7i3Def3Br8W,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45e-06,0.16,0.26,85.011,251333,4
6927,the weeknd,party monster,0,4F7A0DXBrmUAkp32uenhZt,0.572,0.631,1,-8.389,1,0.104,0.188,2.31e-05,0.259,0.219,77.519,249213,4
6928,the game,all eyez feat. jeremih,0,3JEzGRDUsozrehZTq3dKE8,0.419,0.655,0,-6.679,1,0.247,0.0571,0.0,0.0962,0.353,76.835,215297,3
6929,big gigantic,"all of me (feat. logic, rozes)",0,2M71Inc9camxaIGtmQ6I87,0.628,0.877,10,-3.016,0,0.041,0.00189,0.0,0.228,0.199,142.034,228169,4
6930,rihanna,love on the brain - don diablo remix,0,2SqXhFOHbUJ8Opj0poEDGV,0.707,0.944,2,-1.918,1,0.0783,0.0497,0.0546,0.0905,0.324,159.99,208253,4
6931,the weeknd,starboy - kygo remix,0,6LJFgCd9wU2VptHEwz2Wl3,0.752,0.606,9,-7.162,0,0.0912,0.207,1.26e-06,0.152,0.409,93.024,244720,4
6933,tinashe,company,0,1608cOZINzEjaREvqEaDBd,0.897,0.498,9,-5.0,1,0.0605,0.552,0.0,0.127,0.96,119.991,220021,4
6934,vice,steady 1234 (feat. jasmine thompson & skizzy mars),0,6Z6quH5WcwOkmgGPGrGUPL,0.779,0.671,9,-5.829,1,0.0814,0.153,1.12e-05,0.115,0.718,104.953,177095,4
6935,kranium,we can (feat. tory lanez),0,7LRJmZ6G5qHQEG2CGeTCji,0.552,0.618,5,-6.757,0,0.32,0.42,0.0,0.109,0.399,132.765,194586,5
6936,fetty wap,make you feel good,0,3eDk8vNTpDnoso8D2qmYFi,0.658,0.626,3,-6.069,0,0.328,0.602,2.46e-06,0.682,0.738,158.147,141174,4
6937,kid cudi,surfin',0,3f2k8op0nWDoZM4pXim6wG,0.809,0.685,2,-7.916,1,0.045,0.11,0.00363,0.183,0.827,130.009,238387,4
6939,kehlani,crzy,0,6Dwtha2FtZFoMEBh5GR2sq,0.827,0.702,6,-7.264,1,0.267,0.226,5.04e-05,0.158,0.694,130.02,191720,4
6940,zay hilfigerrr,juju on that beat (tz anthem),0,1lItf5ZXJc1by9SbPeljFd,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,144244,4
6941,dj esco,too much sauce,0,5oyUurs28XRagLa8lgm6V3,0.96,0.547,6,-6.992,0,0.0786,0.0496,0.0,0.216,0.186,121.01,223093,4
6942,aanysa,burn break crash,0,7J9kqM3KFem6P3uSsyitIZ,0.782,0.742,8,-2.25,1,0.107,0.0691,1.82e-06,0.211,0.398,122.031,225353,4
6943,future,used to this,0,3V8sM5OOG6YfDuDLa2IIYJ,0.618,0.727,3,-7.224,0,0.208,0.0312,0.0,0.196,0.401,164.992,180520,4
6944,cashmere cat,trust nobody,0,5qYp1Wf3gh0lGWdIS5lIrX,0.49,0.625,10,-7.248,1,0.185,0.497,0.0,0.118,0.748,78.762,215670,5
6945,kda,just say,0,0sHnZNTPbyAFqoN67JbGo5,0.72,0.734,9,-6.492,0,0.0427,0.0648,0.101,0.0591,0.794,126.99,232089,4
6947,ty dolla $ign,campaign (feat. future),0,3y0LJkGHwDm2HyTUafnEc4,0.887,0.586,8,-7.149,1,0.241,0.00522,0.000288,0.252,0.495,153.517,237655,4
6948,tory lanez,cold hard love,0,33Ls5EgM1WFzomY1gbMsqU,0.474,0.653,5,-8.846,0,0.124,0.264,0.000295,0.0951,0.173,90.036,334840,4
6949,joey bada$$,devastated,0,4ntsD33Pgsgk8rUyZLLiUV,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059,4
6950,deorro,bailar,0,1GL0EEkKCUT2yK52sjWkOt,0.75,0.891,9,-3.751,1,0.226,0.0246,6.24e-06,0.057,0.553,128.076,160305,4
6951,partynextdoor,not nice,0,4STaHtfguDMkWbPEo6Fwcx,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,4
6952,lao ra,bang boom,0,7wmtlHacG4UFPiihCrXW7K,0.809,0.82,0,-4.741,1,0.143,0.141,4.5e-05,0.148,0.718,87.941,180053,4
6953,mustard,want her,0,4zrwPfq5ENLzjq41Txs2HR,0.828,0.607,1,-6.241,1,0.0432,0.0769,0.000683,0.108,0.409,101.012,275560,4
6954,jay prince,"father, father",0,5mSJgLW43dmFEMK50ECr0S,0.629,0.749,1,-5.414,1,0.0674,0.0498,0.0104,0.494,0.69,130.016,206769,4
6955,jeremih,i think of you,0,5f5KGCBUtnR3dTSdNfRcZG,0.723,0.503,0,-8.651,1,0.0699,0.0088,0.0,0.131,0.354,100.046,217787,4
6956,future,oxy (feat. lil wayne),0,0nWMTq3fBceV1uZlhFn6of,0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954,180080,4
6957,russ,the flute song,0,6pGuOWYOFDcSgmVvFWRWSv,0.789,0.524,1,-7.942,0,0.273,0.212,0.0,0.221,0.343,138.064,147600,4
6958,goldlink,crew (feat. brent faiyaz & shy glizzy),0,15EPc80XuFrb2LmOzGjuRg,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4
6959,future,hard work pays off,0,6gzIcEUuswJQGfJNPYMjjv,0.736,0.482,4,-8.242,1,0.196,0.327,0.0,0.229,0.608,140.064,224507,4
6960,kid ink,die in it,0,5tJxIY3mDXgEWZ2rBgKjjO,0.905,0.586,10,-6.634,0,0.0806,0.303,0.000101,0.135,0.292,89.999,160000,4
6961,usher,gift shop (feat. gunna),0,3rvEfZJr85MYk2hgiOtfoF,0.848,0.662,5,-6.596,0,0.0935,0.0607,0.0,0.078,0.35,127.015,221453,4
6962,rob $tone,chill bill,0,5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4
6963,preme,coastline,0,2e3pjKvY2qKtXWKDQQ78HH,0.724,0.576,10,-6.71,0,0.0483,0.0116,1.33e-05,0.12,0.0608,105.414,210987,4
6964,ro ransom,wraith,0,4cGAwcDAYUGTjvZKooWijH,0.646,0.687,6,-5.362,0,0.0342,0.0109,0.000302,0.111,0.325,159.934,189000,4
6965,a$ap rocky,bad company,0,3ZYwSDF9knZI0RVlKR4PHC,0.901,0.529,8,-7.94,1,0.413,0.0679,0.0,0.536,0.343,144.941,183809,4
6966,yg,"big bank (feat. 2 chainz, big sean, nicki minaj)",0,0ZNrc4kNeQYD9koZ3KvCsy,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,237240,4
6967,russ,missin you crazy,0,4ve2uzqdwnHr20G5YgMMqr,0.716,0.729,5,-6.313,1,0.117,0.0991,0.0,0.0842,0.276,131.975,226693,4
6968,yung pinch,why would i wait (feat. g-eazy),0,2EstxjDvOeYXq6amkk6Kkn,0.644,0.591,1,-5.16,1,0.0626,0.0226,0.0,0.232,0.465,149.986,185707,4
6969,kirk knight,run it back (freestyle),0,7lAUHzk69OUCHc4qg8j0zB,0.617,0.783,0,-5.519,0,0.275,0.0865,0.0,0.164,0.158,147.023,159914,4
6970,ro ransom,wake up on you,0,5JEdf1t5P6EFzzuiogn7Ri,0.796,0.722,8,-4.131,0,0.0628,0.0551,0.0,0.0885,0.673,89.992,219549,4
6971,g herbo,catch up (feat. chief keef),0,1ARwts1jW4Jofcc8COstc2,0.62,0.667,1,-4.971,0,0.22,0.0786,0.0,0.0654,0.274,136.119,190720,4
6972,t.i.,jefe (feat. meek mill),0,595Sl1FDWMXRUktv5LO2gD,0.713,0.825,2,-5.25,1,0.288,0.0925,0.0,0.58,0.742,127.95,208486,4
6973,g herbo,swervo,0,595vflBj4bSo5gjAYW17ob,0.707,0.82,2,-5.953,1,0.231,0.0113,0.0,0.841,0.566,140.071,192053,4
6974,blac youngsta,heavy camp (feat. travis scott),0,5lBzjMCr2QRoNlleZq6l7P,0.726,0.576,11,-10.365,1,0.134,0.0531,0.0,0.0713,0.129,159.12,194590,4
6975,goldlink,got friends,0,1PVza5KmhSJhz12OewWciE,0.691,0.75,10,-3.934,0,0.347,0.104,0.0,0.123,0.345,143.744,226963,4
6976,diplo,"welcome to the party (with lil pump, juicy j, famous dex, & french montana) - remix",0,53GO7SC0UJhG8Rcuvf5Zub,0.693,0.893,2,-0.257,1,0.15,0.0829,0.0,0.0921,0.515,171.971,182827,4
6977,marlon craft,ny baby,0,22AdKAEcnAVyYRVNXvutdl,0.854,0.447,1,-9.113,1,0.319,0.0762,6.28e-05,0.0959,0.223,110.084,212055,4
6978,preme,frostbite (remix) (feat. offset & rich the kid),0,2ZLSnT49tvHVEhrhsrw483,0.958,0.705,1,-4.916,1,0.167,0.204,2.02e-05,0.115,0.516,124.997,253867,4
6979,g-eazy,rewind,0,3jjj9bdY7bYWZaaWPwmOpj,0.6,0.769,7,-6.089,0,0.264,0.25,0.0,0.109,0.491,178.081,200411,4
6980,t.i.,the amazing mr. f**k up,0,3nOpBVYqpNdtrQZVwChhUq,0.603,0.796,6,-5.698,1,0.489,0.0459,0.0,0.362,0.187,76.118,228533,4
6982,brockhampton,new orleans,0,5kkxyqYSQrnHpfsmkjKi81,0.639,0.815,11,-4.962,0,0.252,0.232,0.0,0.299,0.4,159.903,243280,4
6983,plies,all thee above (feat. kevin gates),0,2CY9aDyI5NQLSuvU2d2VzX,0.736,0.568,1,-5.973,1,0.135,0.00988,0.0,0.0731,0.514,145.93,212400,4
6984,cardi b,ring (feat. kehlani),0,5DfWF0jqMgZDCiu9zJENTA,0.767,0.543,1,-7.881,0,0.103,0.049,0.0,0.115,0.485,106.029,177140,4
6985,tayla parx,me vs. us,0,1LyKLfeH1HqEoYdunsLdmB,0.713,0.806,9,-4.766,0,0.0542,0.0137,1.89e-06,0.0982,0.564,119.944,190147,4
6986,quando rondo,bacc to the basics,0,78dDl6LC4RKZ85zEMugJfP,0.835,0.747,8,-5.253,0,0.122,0.413,0.0,0.226,0.672,101.022,209882,4
6987,lil mosey,yoppa (with blocboy jb),0,1PgBYvG7wziTSmZdDLYIvn,0.814,0.497,9,-7.405,0,0.0784,0.122,0.0,0.11,0.344,140.888,163404,4
6988,young scooter,new hunnids (feat. yung bans & gunna),0,5NPOmOXL78NQ3GIy08ufjD,0.792,0.704,2,-5.637,1,0.179,0.0275,2.6e-05,0.116,0.38,154.938,223065,4
6989,dem atlas,bad loves company,0,6CqDnkbCCCXXadbY28eUEV,0.655,0.706,4,-6.702,0,0.274,0.0136,0.0,0.506,0.289,86.106,233933,4
6990,majid jordan,all over you,0,4D2Z8yUlhaDD81ubWpcRdt,0.797,0.5,0,-6.964,0,0.0354,0.0579,0.0,0.122,0.492,106.957,215327,4
6991,wiz khalifa,hopeless romantic (feat. swae lee),0,7IBSffWIu7P2MC7kMwy2FM,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743,4
6992,mac miller,self care,0,5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
6994,don q,yeah yeah (feat. 50 cent and murda beatz),0,6g2P7z0NPbiVF1orkYVtFr,0.754,0.635,7,-6.792,0,0.376,0.473,0.0,0.106,0.864,192.957,179085,4
6995,young thug,anybody (feat. nicki minaj),0,5I30ByMf5nhgbSokY1EZiN,0.901,0.472,11,-8.416,0,0.194,0.0381,0.0,0.11,0.479,120.0,254947,4
6996,derez de’shon,beat the odds (feat. yfn lucci),0,36GdudQSYfPdbqlsxE3K6E,0.812,0.577,8,-6.133,0,0.366,0.417,0.0,0.109,0.469,150.043,178760,4
6997,kwaye,what have you done,0,16hfMuHORymXKR9dQJMy7v,0.719,0.613,9,-8.133,0,0.0966,0.229,0.0,0.109,0.679,111.996,212320,4
6998,phony ppl,before you get a boyfriend.,0,4J3eFXXi2nQqF6MWLprnbR,0.537,0.756,4,-6.524,0,0.321,0.372,8.87e-05,0.0917,0.714,81.449,253029,4
